Order ID,Order Date,Ship Mode,Segment,City,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
US-2020-1035,2020-02-02,Second Class,Corporate,Columbus,Central,Office Supplies,Paper,1094.76,4,0,76.75
US-2020-1036,2020-02-26,Standard Class,Home Office,Houston,South,Office Supplies,Paper,3797.55,10,0.1,983.82
US-2020-1037,2020-02-28,Second Class,Consumer,Nashville,South,Furniture,Chairs,440.04,1,0.1,-40.64
US-2020-1038,2020-02-22,Standard Class,Home Office,New York,East,Office Supplies,Appliances,3052.1,9,0.3,1069.9
US-2020-1039,2020-02-20,Second Class,Consumer,New Orleans,South,Technology,Accessories,6232.1,10,0.3,1949.7
US-2020-1040,2020-02-27,First Class,Corporate,Nashville,South,Office Supplies,Binders,1672.52,5,0.1,110.96
US-2020-1041,2020-02-02,Same Day,Corporate,Chicago,Central,Technology,Copiers,580.26,3,0.1,25.27
US-2020-1042,2020-02-14,Standard Class,Home Office,Seattle,West,Furniture,Furnishings,17854.2,10,0,4227.37
US-2020-1043,2020-02-20,Second Class,Home Office,New York,East,Technology,Copiers,1671.46,2,0.4,483.17
US-2020-1044,2020-02-02,Same Day,Home Office,Houston,South,Technology,Phones,11389.9,6,0.1,1044.53
US-2020-1045,2020-02-26,First Class,Home Office,Denver,West,Office Supplies,Storage,2942.82,10,0.1,866.02
US-2020-1046,2020-02-25,Second Class,Corporate,Nashville,South,Office Supplies,Binders,1047.64,4,0,304.92
US-2020-1047,2020-02-08,Standard Class,Home Office,Philadelphia,East,Technology,Phones,1722.48,1,0.4,47.7
US-2020-1048,2020-02-04,Same Day,Consumer,Houston,South,Office Supplies,Art,1064.8,5,0,-28.91
US-2020-1049,2020-02-16,First Class,Home Office,Houston,South,Furniture,Furnishings,935.37,1,0.4,108.08
US-2020-1050,2020-02-06,Standard Class,Consumer,Columbus,Central,Technology,Phones,1723.09,2,0.2,423.69
US-2020-1051,2020-02-10,First Class,Home Office,New York,East,Technology,Phones,4865.05,3,0.1,-478.64
US-2020-1052,2020-02-05,Standard Class,Consumer,Columbus,Central,Furniture,Tables,3105.7,3,0.4,-136.04
US-2020-1053,2020-02-19,Standard Class,Consumer,Dallas,Central,Technology,Machines,6461.6,5,0.1,2381.51
US-2020-1054,2020-02-17,Second Class,Consumer,Seattle,West,Office Supplies,Art,1101.38,7,0,410.64
US-2020-1055,2020-02-23,Standard Class,Consumer,Houston,South,Furniture,Bookcases,776.3,1,0,155.73
US-2020-1056,2020-02-08,Same Day,Home Office,Chicago,Central,Technology,Machines,3498.2,3,0.3,171.46
US-2020-1057,2020-02-07,First Class,Corporate,Indianapolis,Central,Technology,Phones,803.6,1,0.3,306.15
US-2020-1058,2020-02-13,Second Class,Corporate,Denver,West,Technology,Phones,5134.14,2,0.1,-225.49
US-2020-1059,2020-02-15,Standard Class,Corporate,Seattle,West,Technology,Accessories,4905.15,8,0.2,1807.81
US-2020-1060,2020-02-25,First Class,Home Office,Chicago,Central,Furniture,Bookcases,257.23,8,0.4,-24.72
US-2020-1061,2020-02-09,Standard Class,Consumer,Denver,West,Office Supplies,Paper,1719.84,8,0,411.2
US-2020-1062,2020-02-10,Second Class,Home Office,Columbus,Central,Technology,Phones,150.67,7,0.3,18.43
US-2020-1063,2020-03-03,Same Day,Corporate,San Francisco,West,Furniture,Chairs,6379.44,5,0.2,-260.97
US-2020-1064,2020-03-10,Same Day,Corporate,Nashville,South,Technology,Accessories,6938.92,4,0,731.38
US-2020-1065,2020-03-18,First Class,Corporate,Atlanta,South,Office Supplies,Paper,115.85,2,0.3,11.66
US-2020-1066,2020-03-21,Standard Class,Corporate,Indianapolis,Central,Office Supplies,Appliances,893.9,4,0.4,129.11
US-2020-1067,2020-03-01,Standard Class,Home Office,New Orleans,South,Technology,Accessories,2018.94,1,0.1,-176.11
US-2020-1068,2020-03-24,Second Class,Consumer,Columbus,Central,Furniture,Furnishings,62.53,1,0,13.16
US-2020-1069,2020-03-11,Same Day,Home Office,Atlanta,South,Office Supplies,Storage,418.53,7,0.4,108.05
US-2020-1070,2020-03-12,Same Day,Corporate,Denver,West,Office Supplies,Appliances,187.85,3,0.2,-6.65
US-2020-1071,2020-03-02,Second Class,Home Office,Baltimore,East,Technology,Copiers,5273.9,4,0.4,1951.44
US-2020-1072,2020-03-25,First Class,Corporate,Boston,East,Furniture,Tables,2049.41,3,0.1,420.93
US-2020-1073,2020-03-23,Same Day,Consumer,Nashville,South,Technology,Phones,12012.08,9,0.3,2288.06
US-2020-1074,2020-03-05,Standard Class,Corporate,Chicago,Central,Technology,Machines,155.44,1,0,11.64
US-2020-1075,2020-03-20,Standard Class,Corporate,Chicago,Central,Office Supplies,Paper,3058.52,7,0.1,387.98
US-2020-1076,2020-03-03,Second Class,Home Office,Seattle,West,Technology,Copiers,13418.1,5,0,2160.25
US-2020-1077,2020-03-16,First Class,Home Office,Nashville,South,Technology,Accessories,11325.38,5,0.1,635.54
US-2020-1078,2020-03-02,Same Day,Corporate,New Orleans,South,Furniture,Chairs,5817.06,9,0,-554.92
US-2020-1079,2020-03-07,Same Day,Home Office,Denver,West,Technology,Copiers,685.49,2,0.1,-34.71
US-2020-1080,2020-03-08,Second Class,Corporate,Denver,West,Furniture,Furnishings,7980.49,7,0,3028.26
US-2020-1081,2020-03-25,Same Day,Home Office,Seattle,West,Technology,Machines,5371.51,2,0.1,1101.38
US-2020-1082,2020-04-24,Same Day,Consumer,Philadelphia,East,Technology,Machines,839.46,1,0,174.13
US-2020-1083,2020-04-21,First Class,Consumer,Baltimore,East,Furniture,Bookcases,1235.91,1,0.3,407.29
US-2020-1084,2020-04-17,First Class,Home Office,Los Angeles,West,Office Supplies,Art,1479.55,9,0.1,15.95
US-2020-1085,2020-04-18,First Class,Corporate,Los Angeles,West,Technology,Accessories,8196.41,8,0.1,1565.76
US-2020-1086,2020-04-25,Second Class,Corporate,Philadelphia,East,Office Supplies,Binders,2848.58,7,0,1104.9
US-2020-1087,2020-04-21,Same Day,Consumer,Dallas,Central,Office Supplies,Paper,328.0,3,0.1,91.83
US-2020-1088,2020-04-18,Second Class,Home Office,Philadelphia,East,Office Supplies,Binders,956.12,6,0.4,122.19
US-2020-1089,2020-04-27,First Class,Corporate,Atlanta,South,Technology,Copiers,2973.08,2,0.1,-92.99
US-2020-1090,2020-04-09,First Class,Home Office,Atlanta,South,Technology,Phones,3508.54,6,0.1,251.15
US-2020-1091,2020-04-01,Same Day,Home Office,Seattle,West,Furniture,Bookcases,831.0,10,0,221.18
US-2020-1092,2020-04-27,Standard Class,Corporate,Chicago,Central,Furniture,Chairs,468.77,1,0.1,174.74
US-2020-1093,2020-04-06,First Class,Home Office,Columbus,Central,Office Supplies,Appliances,173.4,4,0.4,20.39
US-2020-1094,2020-04-19,Standard Class,Corporate,Houston,South,Office Supplies,Appliances,1224.85,7,0.1,204.37
US-2020-1095,2020-04-08,Standard Class,Consumer,San Francisco,West,Technology,Accessories,117.72,3,0,-7.08
US-2020-1096,2020-04-23,Second Class,Home Office,Baltimore,East,Office Supplies,Art,123.65,2,0.3,44.99
US-2020-1097,2020-04-03,First Class,Corporate,Baltimore,East,Office Supplies,Binders,909.79,7,0,193.68
US-2020-1098,2020-04-09,Same Day,Corporate,Nashville,South,Office Supplies,Paper,1668.74,9,0.2,-31.47
US-2020-1099,2020-04-15,Same Day,Home Office,Chicago,Central,Furniture,Bookcases,3252.51,5,0.4,1264.13
US-2020-1100,2020-04-22,First Class,Home Office,Boston,East,Furniture,Furnishings,725.85,1,0,26.51
US-2020-1101,2020-04-19,First Class,Consumer,Dallas,Central,Furniture,Bookcases,3612.78,5,0.1,-151.75
US-2020-1102,2020-04-10,First Class,Corporate,Columbus,Central,Furniture,Bookcases,1700.12,1,0,310.16
US-2020-1103,2020-04-05,First Class,Consumer,Baltimore,East,Technology,Copiers,5442.27,3,0,1600.95
US-2020-1104,2020-04-27,Second Class,Home Office,Nashville,South,Office Supplies,Appliances,2049.3,5,0.1,-132.95
US-2020-1105,2020-04-09,First Class,Corporate,New Orleans,South,Furniture,Chairs,4004.34,3,0,1484.92
US-2020-1106,2020-04-07,Same Day,Consumer,Columbus,Central,Furniture,Furnishings,7056.63,5,0.1,1192.11
US-2020-1107,2020-04-21,Second Class,Consumer,Baltimore,East,Furniture,Tables,11060.49,10,0.3,890.05
US-2020-1108,2020-04-09,Second Class,Corporate,San Francisco,West,Technology,Accessories,7381.33,6,0.4,-667.49
US-2020-1109,2020-05-03,Same Day,Home Office,Denver,West,Office Supplies,Appliances,977.44,8,0,370.45
US-2020-1110,2020-05-01,First Class,Consumer,Baltimore,East,Technology,Machines,3746.3,6,0.2,-204.87
US-2020-1111,2020-05-19,First Class,Corporate,Dallas,Central,Technology,Copiers,9266.39,7,0,1773.07
US-2020-1112,2020-05-01,Standard Class,Consumer,Columbus,Central,Furniture,Furnishings,8763.84,9,0,-694.16
US-2020-1113,2020-05-13,Second Class,Home Office,Boston,East,Office Supplies,Binders,2698.72,8,0,154.55
US-2020-1114,2020-05-06,Second Class,Consumer,Chicago,Central,Technology,Copiers,20225.4,10,0,2065.05
US-2020-1115,2020-05-12,Standard Class,Consumer,Atlanta,South,Technology,Phones,19777.77,9,0,6165.65
US-2020-1116,2020-05-17,Same Day,Consumer,Columbus,Central,Office Supplies,Paper,1467.29,4,0.1,93.86
US-2020-1117,2020-05-27,Standard Class,Consumer,Boston,East,Technology,Accessories,1446.5,10,0,319.35
US-2020-1118,2020-05-25,Standard Class,Home Office,Denver,West,Office Supplies,Appliances,2459.12,8,0,626.5
US-2020-1119,2020-05-11,Same Day,Home Office,Indianapolis,Central,Furniture,Bookcases,109.6,2,0,12.48
US-2020-1120,2020-05-20,Second Class,Consumer,Boston,East,Technology,Phones,434.24,1,0,115.89
US-2020-1121,2020-05-27,Standard Class,Corporate,Seattle,West,Technology,Phones,14738.92,7,0,2951.09
US-2020-1122,2020-05-06,Standard Class,Corporate,New Orleans,South,Furniture,Furnishings,6679.89,10,0.1,1577.52
US-2020-1123,2020-05-01,Second Class,Corporate,Boston,East,Technology,Accessories,4559.01,2,0.2,-236.37
US-2020-1124,2020-05-26,First Class,Consumer,Baltimore,East,Office Supplies,Binders,889.87,9,0.4,123.04
US-2020-1125,2020-05-02,Second Class,Home Office,Baltimore,East,Office Supplies,Art,83.81,2,0.2,6.64
US-2020-1126,2020-05-06,Second Class,Home Office,San Francisco,West,Office Supplies,Storage,336.08,1,0.3,23.14
US-2020-1127,2020-05-02,Second Class,Consumer,New Orleans,South,Office Supplies,Paper,3774.88,10,0.2,1407.27
US-2020-1128,2020-06-12,Second Class,Corporate,New Orleans,South,Technology,Machines,1711.84,4,0.2,22.29
US-2020-1129,2020-06-01,Standard Class,Corporate,San Francisco,West,Office Supplies,Binders,852.6,10,0,207.58
US-2020-1130,2020-06-14,Same Day,Home Office,Houston,South,Office Supplies,Binders,47.8,2,0,13.82
US-2020-1131,2020-06-05,Same Day,Home Office,Houston,South,Office Supplies,Storage,856.92,3,0.2,132.93
US-2020-1132,2020-06-13,Second Class,Home Office,Atlanta,South,Office Supplies,Storage,2367.68,7,0.3,54.04
US-2020-1133,2020-06-20,Same Day,Consumer,Chicago,Central,Technology,Copiers,4974.55,2,0.1,1984.77
US-2020-1134,2020-06-23,Same Day,Consumer,Philadelphia,East,Technology,Phones,12911.99,7,0,2159.35
US-2020-1135,2020-06-11,Same Day,Corporate,San Francisco,West,Technology,Copiers,1579.06,2,0.4,319.11
US-2020-1136,2020-06-21,Standard Class,Consumer,Indianapolis,Central,Furniture,Bookcases,2456.91,2,0.2,178.64
US-2020-1137,2020-06-18,Same Day,Consumer,Boston,East,Technology,Accessories,11764.82,6,0.1,1059.5
US-2020-1138,2020-06-06,Standard Class,Corporate,Boston,East,Office Supplies,Appliances,442.21,4,0.2,-14.56
US-2020-1139,2020-06-05,Second Class,Consumer,San Francisco,West,Office Supplies,Appliances,328.22,2,0.3,56.6
US-2020-1140,2020-06-22,Standard Class,Corporate,Columbus,Central,Furniture,Chairs,6875.78,8,0.2,2406.03
US-2020-1141,2020-06-24,First Class,Consumer,Denver,West,Technology,Accessories,7539.48,9,0.2,1255.82
US-2020-1142,2020-06-22,Second Class,Consumer,Houston,South,Technology,Machines,8561.45,8,0.1,3273.19
US-2020-1143,2020-06-03,Standard Class,Consumer,Denver,West,Furniture,Chairs,5635.4,4,0,187.88
US-2020-1144,2020-06-19,First Class,Home Office,Nashville,South,Furniture,Bookcases,10520.7,8,0.2,-483.22
US-2020-1145,2020-06-27,Second Class,Home Office,Los Angeles,West,Technology,Accessories,24934.59,9,0,7237.51
US-2020-1146,2020-06-06,Same Day,Home Office,Denver,West,Technology,Accessories,8387.88,7,0.1,-750.01
US-2020-1147,2020-06-16,Standard Class,Corporate,Houston,South,Furniture,Furnishings,2607.49,2,0.3,175.39
US-2020-1148,2020-06-06,First Class,Home Office,Seattle,West,Office Supplies,Appliances,1166.09,7,0.4,38.08
US-2020-1149,2020-06-09,Same Day,Consumer,Houston,South,Furniture,Furnishings,221.1,2,0.4,21.36
US-2020-1150,2020-06-19,Second Class,Consumer,Philadelphia,East,Furniture,Bookcases,650.18,2,0,149.03
US-2020-1151,2020-06-18,First Class,Corporate,Baltimore,East,Furniture,Furnishings,6831.84,10,0.4,1756.18
US-2020-1152,2020-06-12,First Class,Consumer,Baltimore,East,Furniture,Chairs,3753.29,8,0.1,139.73
US-2020-1153,2020-06-10,Second Class,Home Office,San Francisco,West,Furniture,Bookcases,3739.68,4,0.2,1427.76
US-2020-1154,2020-06-12,Same Day,Consumer,Baltimore,East,Technology,Machines,8702.1,10,0,2746.18
US-2020-1155,2020-06-28,Standard Class,Corporate,Nashville,South,Office Supplies,Storage,1335.26,6,0.3,51.68
US-2020-1156,2020-07-08,Standard Class,Home Office,Indianapolis,Central,Technology,Phones,7314.73,6,0.1,1987.13
US-2020-1157,2020-07-08,First Class,Home Office,Indianapolis,Central,Technology,Copiers,10155.67,8,0.1,2415.17
US-2020-1158,2020-07-02,Standard Class,Corporate,Denver,West,Office Supplies,Binders,212.06,6,0.3,73.26
US-2020-1159,2020-07-08,Standard Class,Consumer,Chicago,Central,Furniture,Bookcases,2643.54,6,0,-114.85
US-2020-1160,2020-07-28,Standard Class,Home Office,Atlanta,South,Technology,Phones,3735.72,10,0.1,-221.22
US-2020-1161,2020-07-16,Standard Class,Corporate,New Orleans,South,Office Supplies,Appliances,102.76,3,0.1,1.38
US-2020-1162,2020-07-27,First Class,Home Office,Columbus,Central,Furniture,Furnishings,1758.0,1,0.1,-150.7
US-2020-1163,2020-07-01,Second Class,Home Office,Boston,East,Technology,Accessories,3239.69,2,0.1,1207.09
US-2020-1164,2020-07-23,Same Day,Consumer,New York,East,Office Supplies,Paper,1540.48,10,0.2,1.28
US-2020-1165,2020-07-03,First Class,Consumer,Indianapolis,Central,Office Supplies,Appliances,1520.32,8,0.2,-54.06
US-2020-1166,2020-07-25,Same Day,Consumer,Baltimore,East,Technology,Accessories,7508.27,7,0,927.27
US-2020-1167,2020-07-21,Same Day,Home Office,Columbus,Central,Technology,Accessories,6256.4,8,0,88.4
US-2020-1168,2020-07-02,First Class,Home Office,Seattle,West,Furniture,Chairs,3742.47,9,0,1396.31
US-2020-1169,2020-07-02,First Class,Home Office,Denver,West,Furniture,Furnishings,2271.02,4,0.3,336.22
US-2020-1170,2020-07-20,Same Day,Consumer,Atlanta,South,Office Supplies,Paper,763.01,3,0.3,-18.26
US-2020-1171,2020-07-08,Same Day,Home Office,Philadelphia,East,Furniture,Furnishings,9799.11,6,0.1,-977.39
US-2020-1172,2020-07-16,Second Class,Consumer,Columbus,Central,Office Supplies,Paper,464.95,2,0.3,168.45
US-2020-1173,2020-07-03,Second Class,Consumer,Indianapolis,Central,Technology,Machines,9076.16,7,0.4,3585.19
US-2020-1174,2020-07-23,Standard Class,Consumer,Seattle,West,Furniture,Tables,8022.0,7,0.4,2036.6
US-2020-1175,2020-07-17,Same Day,Corporate,Philadelphia,East,Technology,Accessories,1421.39,7,0.3,242.24
US-2020-1176,2020-07-03,Standard Class,Consumer,Columbus,Central,Technology,Phones,2100.0,8,0,4.15
US-2020-1177,2020-07-19,Same Day,Corporate,Chicago,Central,Office Supplies,Binders,2131.27,9,0.2,-49.68
US-2020-1178,2020-07-02,Second Class,Corporate,Chicago,Central,Furniture,Furnishings,5752.22,9,0.2,81.41
US-2020-1179,2020-07-04,Same Day,Home Office,Houston,South,Office Supplies,Art,340.75,2,0.4,39.99
US-2020-1180,2020-07-21,First Class,Corporate,Los Angeles,West,Office Supplies,Paper,382.01,1,0,96.55
US-2020-1181,2020-07-17,Standard Class,Consumer,Boston,East,Technology,Phones,5676.21,6,0.1,1546.92
US-2020-1182,2020-07-26,Standard Class,Corporate,Baltimore,East,Technology,Phones,7689.4,5,0.2,-239.65
US-2020-1183,2020-07-04,Second Class,Consumer,Seattle,West,Office Supplies,Binders,2627.5,10,0,374.78
US-2020-1184,2020-07-18,Second Class,Consumer,Columbus,Central,Office Supplies,Paper,1215.12,10,0.4,90.17
US-2020-1185,2020-07-28,First Class,Consumer,Columbus,Central,Technology,Machines,14756.85,5,0,-861.2
US-2020-1186,2020-07-28,Same Day,Consumer,Seattle,West,Furniture,Chairs,1240.38,2,0,317.45
US-2020-1187,2020-07-08,Same Day,Home Office,Seattle,West,Technology,Copiers,2366.64,10,0.4,942.76
US-2020-1188,2020-08-18,First Class,Consumer,Columbus,Central,Technology,Phones,88.23,1,0.1,-5.46
US-2020-1189,2020-08-14,First Class,Home Office,Baltimore,East,Office Supplies,Paper,3829.14,9,0,114.05
US-2020-1190,2020-08-12,Second Class,Home Office,Baltimore,East,Furniture,Bookcases,10281.98,9,0.4,3544.12
US-2020-1191,2020-08-04,Second Class,Consumer,Boston,East,Furniture,Tables,7991.76,8,0.3,-676.87
US-2020-1192,2020-08-10,First Class,Corporate,Denver,West,Technology,Phones,11271.71,6,0.3,-425.17
US-2020-1193,2020-08-08,Second Class,Consumer,Dallas,Central,Technology,Copiers,2101.23,1,0,534.94
US-2020-1194,2020-08-08,Second Class,Home Office,Atlanta,South,Technology,Accessories,2916.25,5,0,-27.34
US-2020-1195,2020-08-26,Second Class,Consumer,Baltimore,East,Office Supplies,Paper,3027.54,9,0.1,906.15
US-2020-1196,2020-08-05,Standard Class,Home Office,Houston,South,Technology,Accessories,7318.21,7,0.1,676.23
US-2020-1197,2020-08-12,Same Day,Corporate,Indianapolis,Central,Furniture,Chairs,197.6,4,0.3,24.74
US-2020-1198,2020-08-17,Standard Class,Home Office,New York,East,Office Supplies,Binders,1206.36,3,0.1,326.18
US-2020-1199,2020-08-22,First Class,Corporate,Seattle,West,Technology,Accessories,3694.44,3,0.1,-344.52
US-2020-1200,2020-08-10,Same Day,Consumer,Indianapolis,Central,Technology,Machines,3073.25,8,0.1,627.81
US-2020-1201,2020-08-19,Same Day,Home Office,New Orleans,South,Technology,Machines,13509.89,6,0.2,4412.09
US-2020-1202,2020-08-17,Second Class,Home Office,Seattle,West,Office Supplies,Storage,3050.28,10,0.1,-17.07
US-2020-1203,2020-08-09,Same Day,Home Office,Philadelphia,East,Furniture,Furnishings,6433.98,5,0.3,327.01
US-2020-1204,2020-08-06,Second Class,Home Office,Philadelphia,East,Furniture,Chairs,796.41,2,0.1,310.2
US-2020-1205,2020-08-27,Second Class,Corporate,Seattle,West,Technology,Machines,56.76,1,0,11.57
US-2020-1206,2020-08-01,First Class,Corporate,Philadelphia,East,Technology,Machines,3610.56,2,0.3,1050.8
US-2020-1207,2020-08-22,Second Class,Home Office,Denver,West,Office Supplies,Paper,2746.49,7,0.1,163.78
US-2020-1208,2020-08-17,Standard Class,Corporate,Philadelphia,East,Office Supplies,Art,827.24,4,0,-60.32
US-2020-1209,2020-08-11,First Class,Corporate,Dallas,Central,Technology,Machines,17188.47,10,0.1,4421.12
US-2020-1210,2020-08-17,First Class,Home Office,Los Angeles,West,Technology,Machines,996.77,2,0.4,301.1
US-2020-1211,2020-08-22,Standard Class,Home Office,Atlanta,South,Office Supplies,Appliances,2141.72,7,0,436.35
US-2020-1212,2020-08-09,First Class,Consumer,Baltimore,East,Furniture,Tables,10844.42,8,0.1,2637.61
US-2020-1213,2020-08-04,Same Day,Corporate,Philadelphia,East,Office Supplies,Storage,2312.91,9,0,-221.95
US-2020-1214,2020-08-07,Same Day,Consumer,Los Angeles,West,Technology,Phones,2881.41,3,0,724.54
US-2020-1215,2020-08-18,Second Class,Home Office,Baltimore,East,Furniture,Furnishings,1079.22,5,0.3,110.47
US-2020-1216,2020-08-09,Second Class,Corporate,Columbus,Central,Furniture,Tables,3593.04,3,0,676.48
US-2020-1217,2020-09-27,Second Class,Consumer,San Francisco,West,Furniture,Chairs,2141.54,2,0,470.58
US-2020-1218,2020-09-12,Second Class,Corporate,New York,East,Technology,Phones,13372.98,6,0,871.02
US-2020-1219,2020-09-25,Same Day,Home Office,New Orleans,South,Technology,Machines,16451.36,8,0,-979.92
US-2020-1220,2020-09-03,Second Class,Consumer,Dallas,Central,Technology,Copiers,6281.56,4,0,1395.4
US-2020-1221,2020-09-22,Same Day,Corporate,Columbus,Central,Furniture,Furnishings,2613.7,2,0,423.89
US-2020-1222,2020-09-24,Same Day,Corporate,Los Angeles,West,Office Supplies,Storage,2239.5,10,0.4,349.82
US-2020-1223,2020-09-18,Standard Class,Home Office,Atlanta,South,Technology,Phones,926.18,2,0.4,-41.24
US-2020-1224,2020-09-11,First Class,Corporate,Dallas,Central,Office Supplies,Binders,3899.2,10,0.2,-312.43
US-2020-1225,2020-09-02,Same Day,Home Office,Dallas,Central,Technology,Copiers,81.29,4,0.4,22.06
US-2020-1226,2020-09-20,Second Class,Home Office,Baltimore,East,Office Supplies,Paper,1252.14,5,0.4,8.16
US-2020-1227,2020-09-12,Same Day,Corporate,Atlanta,South,Technology,Machines,12234.74,7,0,1911.07
US-2020-1228,2020-09-20,Second Class,Corporate,Seattle,West,Furniture,Tables,1750.69,4,0.2,649.77
US-2020-1229,2020-09-16,Second Class,Home Office,Baltimore,East,Furniture,Tables,8479.75,5,0,1426.82
US-2020-1230,2020-09-09,Second Class,Corporate,Indianapolis,Central,Furniture,Bookcases,1476.24,2,0.4,520.18
US-2020-1231,2020-09-03,First Class,Home Office,Denver,West,Technology,Machines,1980.61,1,0.1,749.26
US-2020-1232,2020-09-11,Second Class,Corporate,New York,East,Technology,Copiers,5362.31,6,0.3,-390.24
US-2020-1233,2020-09-08,Standard Class,Home Office,Nashville,South,Office Supplies,Art,1397.78,9,0.3,456.2
US-2020-1234,2020-09-01,Standard Class,Consumer,Philadelphia,East,Furniture,Chairs,829.57,1,0.2,313.45
US-2020-1235,2020-09-10,Second Class,Consumer,Seattle,West,Office Supplies,Storage,351.96,10,0.3,89.71
US-2020-1236,2020-09-24,First Class,Consumer,Dallas,Central,Office Supplies,Paper,261.97,4,0.1,38.77
US-2020-1237,2020-09-18,Same Day,Home Office,Boston,East,Furniture,Tables,12610.57,7,0,-7.09
US-2020-1238,2020-09-05,Second Class,Home Office,Los Angeles,West,Furniture,Bookcases,1881.45,10,0.1,556.71
US-2020-1239,2020-09-22,Second Class,Corporate,Dallas,Central,Office Supplies,Binders,381.62,3,0.4,64.6
US-2020-1240,2020-09-12,First Class,Consumer,Nashville,South,Technology,Copiers,3228.21,5,0.1,-160.79
US-2020-1241,2020-09-23,Same Day,Consumer,Philadelphia,East,Technology,Copiers,1571.29,7,0,592.51
US-2020-1242,2020-09-09,Same Day,Corporate,Los Angeles,West,Technology,Machines,21801.72,9,0.1,6119.39
US-2020-1243,2020-09-10,Same Day,Home Office,Los Angeles,West,Technology,Phones,5157.94,7,0.3,901.55
